"ward","sect","block","lot","propertyAddress","lotSize","cityTax","stateTax","resCode","asOfDate","orig_lot"
"27","360","5476","048","2916 BAUERNWOOD AVE",6250,"3378.74","168.34","PRINCIPAL RESIDENCE","03/25/2015","50X125"
"27","560","5138A","478","1107 E NORTHERN PKWY",2285.7,"2587.45","128.91","PRINCIPAL RESIDENCE","03/25/2015","19X120.3"
"13","20","3565","031","3921 FALLS ROAD",1782.2,"3106.74","154.78","PRINCIPAL RESIDENCE","03/25/2015","14X127.3"
"27","40","5555","157","3305 NORTHWAY DR",3236.8,"3165.18","157.70","PRINCIPAL RESIDENCE","03/25/2015","28X115.6"
"27","30","5603J","015","6125 ALTA AVE",5400,"2965.11","147.73","PRINCIPAL RESIDENCE","03/25/2015","45X120"
"16","70","2377D","047","2633 HARLEM AVE",980,"382.16","19.04","PRINCIPAL RESIDENCE","03/25/2015","14X70"
"28","50","8023","049","5021 BALTIMORE NATIONAL PIKE",6435.72,"2589.70","129.02","PRINCIPAL RESIDENCE","03/25/2015","35.4X181.8"
"26","170","6342","016","431 DREW ST",1482,"1913.05","95.31","PRINCIPAL RESIDENCE","03/25/2015","15.6X95"
"12","10","3702","513","4100 N CHARLES ST U# 513",1387,"3821.60","190.40","PRINCIPAL RESIDENCE","03/25/2015","1387.00 S.F."
"27","660","5086","029A","424 E LAKE AVE",7938.15,"7402.66","368.82","PRINCIPAL RESIDENCE","03/25/2015","48.11X165"
"24","80","1941","015","1617 COVINGTON ST",1120,"4372.36","217.84","PRINCIPAL RESIDENCE","03/25/2015","14X80"
"28","50","7900E","170","727 NOTTINGHAM ROAD",6156.8,"3904.78","194.54","PRINCIPAL RESIDENCE","03/25/2015","64X96.2"
"27","230","4218C","037","7032 SURREY DR",4287.4,"2922.40","145.60","PRINCIPAL RESIDENCE","03/25/2015","34X126.10"
"27","170","4675F","006","2210 CREST ROAD",11220,"6056.11","301.73","PRINCIPAL RESIDENCE","03/25/2015","50X224.4"
"25","10","8139F","010H","5305 WYNDHOLME CIR U# 204",1330,"3057.28","152.32","PRINCIPAL RESIDENCE","03/25/2015","1330 SQ FT"
"26","10","6855","046","1446 BROENING HWY",1353.8,"1751.93","87.28","PRINCIPAL RESIDENCE","03/25/2015","14X96.7"
"12","150","3826","038","2468 BRENTWOOD AVE",924,"1537.63","76.61","PRINCIPAL RESIDENCE","03/25/2015","14X66"
"27","160","4893","033","214 LONGWOOD ROAD",12980.9,"9765.31","486.53","PRINCIPAL RESIDENCE","03/25/2015","0.298 ACRES"
"27","220","4204","026","3107 BONNIE ROAD",10647,"4602.40","229.30","PRINCIPAL RESIDENCE","03/25/2015","70X152.1"
"28","20","8190A","001C","4108 CRAWFORD AVE",4392,"2387.38","118.94","PRINCIPAL RESIDENCE","03/25/2015","36.6X120"
"27","490","5165","053","739 MCCABE AVE",2268,"2038.94","101.58","PRINCIPAL RESIDENCE","03/25/2015","21X108"
"13","20","3540","014","3636 HICKORY AVE",1698.8,"3315.80","165.20","PRINCIPAL RESIDENCE","03/25/2015","13.7X124"
"27","30","5690","024","3803 GLENARM AVE",3168,"2657.88","132.42","PRINCIPAL RESIDENCE","03/25/2015","26.4X120"
"25","30","7805A","029","1811 SPENCE ST",7364,"2767.29","137.87","PRINCIPAL RESIDENCE","03/25/2015","52.6X140"
"26","70","6462","014","3404 DILLON ST",819,"3838.84","191.26","PRINCIPAL RESIDENCE","03/25/2015","12.6X65"
"27","20","5795","021","5026 EDGAR TERR",3600,"2457.06","122.42","PRINCIPAL RESIDENCE","03/25/2015","30X120"
"19","60","0195","059","14 N GILMOR ST",1260,"1240.90","61.82","PRINCIPAL RESIDENCE","03/25/2015","14X90"
"15","80","0020","049C","1834 PRESSTMAN ST",1106,"67.44","3.36","PRINCIPAL RESIDENCE","03/25/2015","14X79"
"26","30","6556A","021","640 S LEHIGH ST",1136.64,"2594.19","129.25","PRINCIPAL RESIDENCE","03/25/2015","12.8X88.8"
"27","290","5288A","108","1909 WADSWORTH WAY",1903.8,"2245.75","111.89","PRINCIPAL RESIDENCE","03/25/2015","19X100.2"
"27","20","5774B","012","3304 GIBBONS AVE",8624,"3475.41","173.15","PRINCIPAL RESIDENCE","03/25/2015","56X154"
"12","190","3867","074","1 E UNIVERSITY PKWY U# 701",1194,"3109.73","154.93","PRINCIPAL RESIDENCE","03/25/2015","1194 S.F."
"18","70","0249","060","110 S CARROLLTON AVE",1044,"1463.45","72.91","PRINCIPAL RESIDENCE","03/25/2015","12X87"
"27","170","4675F","075A","5807 DALE ROAD",11077.1,"6056.11","301.73","PRINCIPAL RESIDENCE","03/25/2015","78.5X141.11"
"27","30","5695F","134","5933 BENTON HEIGHTS AVE",2065.21,"2328.93","116.03","PRINCIPAL RESIDENCE","03/25/2015","18.1X114.1"
"27","160","4893","044","106 LONGWOOD ROAD",12937.3,"15216.71","758.13","PRINCIPAL RESIDENCE","03/25/2015","0.297 ACRES"
"21","120","0922","004","1006 S PACA ST",819,"2061.42","102.70","PRINCIPAL RESIDENCE","03/25/2015","12.6X65"
"25","50","7646","024","2464 TERRA FIRMA ROAD",1510.4,"2553.73","127.23","PRINCIPAL RESIDENCE","03/25/2015","16X94.4"
"27","40","5603A","011","3713 PINEWOOD AVE",8407.08,"4788.24","238.56","PRINCIPAL RESIDENCE","03/25/2015","0.193 ACRES"
"9","160","4108","005","1525 HOMESTEAD ST",1404,"690.14","34.38","PRINCIPAL RESIDENCE","03/25/2015","15.6X90"
"27","230","4218J","052","3905 BROOKHILL ROAD",3726,"2868.45","142.91","PRINCIPAL RESIDENCE","03/25/2015","30X124.2"
"12","10","3702","007","4220 N CHARLES ST",24274.8,"20315.92","1012.18","PRINCIPAL RESIDENCE","03/25/2015","109.10X222.5"
"13","160","3575","034","1209 W 40TH ST",1570.44,"3255.10","162.18","PRINCIPAL RESIDENCE","03/25/2015","14.11X111.3"
"20","200","2230F","033","20 N ELLAMONT ST",1095,"1607.32","80.08","PRINCIPAL RESIDENCE","03/25/2015","15X73"
"23","120","0979","066","1302 MARSHALL ST",780,"4511.74","224.78","PRINCIPAL RESIDENCE","03/25/2015","12X65"
"27","600","5210D","209","1535 WADSWORTH WAY",4608.45,"2992.09","149.07","PRINCIPAL RESIDENCE","03/25/2015","39.9X115.5"
"20","160","0162","003","1904 W LEXINGTON ST",1400,"562.00","28.00","PRINCIPAL RESIDENCE","03/25/2015","14X100"
"21","70","0856A","021","607 WYETH ST",840,"2176.06","108.42","PRINCIPAL RESIDENCE","03/25/2015","12X70"
"1","140","1743","070","28 S ROBINSON ST",910,"4606.15","229.49","PRINCIPAL RESIDENCE","03/25/2015","13X70"
"26","430","5953K","005","4609 WOODLEA AVE",7020,"2315.44","115.36","PRINCIPAL RESIDENCE","03/25/2015","50X140.4"
"24","30","0983","036G","1414 WILLIAM ST U# G",1929,"4563.44","227.36","PRINCIPAL RESIDENCE","03/25/2015","1929 S.F."
"27","30","5662","018","6223 RIDGEVIEW AVE",9500,"3423.70","170.58","PRINCIPAL RESIDENCE","03/25/2015","50X190"
"27","670","4992A","014C","5405 PURLINGTON WAY",10244.3,"8992.00","448.00","PRINCIPAL RESIDENCE","03/25/2015","67X152.9"
"27","600","5210D","155","1617 WALTERSWOOD ROAD",2432,"2854.96","142.24","PRINCIPAL RESIDENCE","03/25/2015","19X128"
"2","80","1772","021","408 S WOLFE ST",1336.2,"6404.55","319.09","PRINCIPAL RESIDENCE","03/25/2015","17X78.6"
"27","590","5210G","065","1323 GITTINGS AVE",2185,"2495.28","124.32","PRINCIPAL RESIDENCE","03/25/2015","19X115"
"24","130","1922","617","1030 PIER POINTE LANDING U# 104",2791,"13092.35","652.29","PRINCIPAL RESIDENCE","03/25/2015","2791 SQ FT"
"27","600","5210D","274","1544 WADSWORTH WAY",2270.5,"2830.23","141.01","PRINCIPAL RESIDENCE","03/25/2015","19X119.5"
"27","10","5858A","018","4101 WILKE AVE",5732.48,"3192.16","159.04","PRINCIPAL RESIDENCE","03/25/2015","42.4X135.2"
"16","170","2523A","016","1001 MOUNT HOLLY ST",2368,"1728.71","86.13","PRINCIPAL RESIDENCE","03/25/2015","29.6X80"
"26","10","6729","064","6723 O'DONNELL ST",6250,"2668.38","132.94","PRINCIPAL RESIDENCE","03/25/2015","50X125"
"27","190","4747A","005","2820 OAKLEY AVE",2375,"1445.46","72.02","PRINCIPAL RESIDENCE","03/25/2015","19X125"
"9","170","4139A","029","2925 KIRK AVE",1431,"502.05","25.01","PRINCIPAL RESIDENCE","03/25/2015","15.9X90"
"27","290","5288C","015","2214 CORBIN ROAD",7000,"2497.53","124.43","PRINCIPAL RESIDENCE","03/25/2015","50X140"
"27","460","5267J","106","1228 WINSTON AVE",4384.62,"2857.21","142.35","PRINCIPAL RESIDENCE","03/25/2015","39.11X112.11"
"25","20","7765","021","2736 HERKIMER ST",12000,"2738.06","136.42","PRINCIPAL RESIDENCE","03/25/2015","120X100"
"20","180","2251","019","37 N MONASTERY AVE",1672,"1818.63","90.61","PRINCIPAL RESIDENCE","03/25/2015","15.2X110"
"1","120","1843B","121","741 S POTOMAC ST",959,"3657.50","182.22","PRINCIPAL RESIDENCE","03/25/2015","13.7X70"
"27","240","5387","662","1926 BURNWOOD ROAD",2000,"2814.50","140.22","PRINCIPAL RESIDENCE","03/25/2015","20X100"
"8","10","4144","022","2203 LAKE AVE",5576,"3332.28","166.02","PRINCIPAL RESIDENCE","03/25/2015","34X164"
"26","30","6550","005","508 S LEHIGH ST",1231.54,"2420.35","120.59","PRINCIPAL RESIDENCE","03/25/2015","13.9X88.6"
"28","50","7900A","027","4618 ROKEBY ROAD",2240,"2587.45","128.91","PRINCIPAL RESIDENCE","03/25/2015","20X112"
"26","90","6444","031","3718 FAIT AVE",980,"3637.26","181.22","PRINCIPAL RESIDENCE","03/25/2015","14X70"
"8","260","4178J","039","3432 ELMORA AVE",1264,"1445.46","72.02","PRINCIPAL RESIDENCE","03/25/2015","16X79"
"1","130","1790","028","514 S KENWOOD AVE",952,"4266.70","212.58","PRINCIPAL RESIDENCE","03/25/2015","13.6X70"
"12","180","3732","059","3601 GREENWAY U# 503",471,"899.20","44.80","PRINCIPAL RESIDENCE","03/25/2015","471 SQ FT"
"10","130","1172","027","1107 WILLINGER CT",2119.92,"2248.00","112.00","PRINCIPAL RESIDENCE","03/25/2015","26.4X80.3"
"27","40","5603F","020","3603 E NORTHERN PKWY",7451.3,"3729.43","185.81","PRINCIPAL RESIDENCE","03/25/2015","55.4X134.5"
"27","90","5267O","373C","1681 WOODBOURNE AVE",2192,"2890.93","144.03","PRINCIPAL RESIDENCE","03/25/2015","20X109.6"
"27","60","5370A","005A","5004 GRINDON AVE",7500,"4220.24","210.26","PRINCIPAL RESIDENCE","03/25/2015","50X150"
"25","50","7470P","015","2929 MALLVIEW ROAD",3247.95,"2693.10","134.18","PRINCIPAL RESIDENCE","03/25/2015","29.5X110.1"
"15","240","3100H","027","3935 GRANTLEY ROAD",2850,"2858.71","142.43","PRINCIPAL RESIDENCE","03/25/2015","28.5X100"
"12","170","3844","072","312 WHITRIDGE AVE",983.25,"2157.34","107.48","PRINCIPAL RESIDENCE","03/25/2015","13.11X75"
"27","170","4652E","017","6202 SMITH AVE",5662.8,"897.69","44.72","PRINCIPAL RESIDENCE","03/25/2015","0.130 ACRES"
"28","20","8270","090","3805 BOWERS AVE",3423,"2261.49","112.67","PRINCIPAL RESIDENCE","03/25/2015","32.6X105"
"26","10","6987","005","6572 SAINT HELENA AVE",1862.5,"1150.98","57.34","PRINCIPAL RESIDENCE","03/25/2015","14.9X125"
"27","260","5366","045","2704 HALCYON AVE",8400,"3196.66","159.26","PRINCIPAL RESIDENCE","03/25/2015","50X168"
"28","40","8393J","018","2551 PICKWICK ROAD",3223.5,"3864.31","192.53","PRINCIPAL RESIDENCE","03/25/2015","35X92.10"
"20","170","2281","265","126 DENISON ST",2565,"2081.65","103.71","PRINCIPAL RESIDENCE","03/25/2015","28.5X90"
"9","10","3904","006","510 CHESTNUT HILL AVE",1677.9,"2929.14","145.94","PRINCIPAL RESIDENCE","03/25/2015","14.10X119"
"15","250","2752","053","3902 FAIRFAX ROAD",1458,"1866.58","93.00","PRINCIPAL RESIDENCE","03/25/2015","15X97.2"
"28","50","7900D","043","717 WINANS WAY",11118,"4720.80","235.20","PRINCIPAL RESIDENCE","03/25/2015","60X185.3"
"15","220","3113","004","3507 CALLAWAY AVE",9078,"3582.57","178.49","PRINCIPAL RESIDENCE","03/25/2015","60X151.3"
"1","120","1868","050","2817 FAIT AVE",1050,"3518.12","175.28","PRINCIPAL RESIDENCE","03/25/2015","14X75"
"15","30","2880","003","1905 - 1907 CEDRIC ROAD",9984,"2874.45","143.21","PRINCIPAL RESIDENCE","03/25/2015","96X104"
"11","120","0497","229","1101 SAINT PAUL ST U# 1904",1196.2,"3147.20","156.80","PRINCIPAL RESIDENCE","03/25/2015","1196.2 S.F."
"9","200","4058","052","638 E 36TH ST",1301.3,"2245.01","111.85","PRINCIPAL RESIDENCE","03/25/2015","14.3X91"
"15","290","3034","015","3112 WINDSOR AVE",1747.2,"1811.15","90.24","PRINCIPAL RESIDENCE","03/25/2015","20.8X84"
"26","220","6005","003","4300 ARIZONA AVE",6000,"3048.29","151.87","PRINCIPAL RESIDENCE","03/25/2015","50X120"
"12","30","3646","021","2740 MARYLAND AVE",2310,"3528.62","175.80","PRINCIPAL RESIDENCE","03/25/2015","15.4X150"
"24","90","2028","026","737 E FORT AVE",910,"5206.37","259.39","PRINCIPAL RESIDENCE","03/25/2015","14X65"
"28","20","8245","003A","3723 WOODBINE AVE",7166.34,"2409.86","120.06","PRINCIPAL RESIDENCE","03/25/2015","41.4X173.10"
"27","440","5267E","062","1229 WINSTON AVE",2555.84,"2549.23","127.01","PRINCIPAL RESIDENCE","03/25/2015","19.6X130.4"
"16","230","2388","034N","2829 WINCHESTER ST",1650,"1443.22","71.90","PRINCIPAL RESIDENCE","03/25/2015","15X110"
"15","250","2854","022","3923 CARLISLE AVE",7150,"3895.78","194.10","PRINCIPAL RESIDENCE","03/25/2015","50X143"
"19","80","0260","083","1813 DOVER ST",642.6,"472.08","23.52","PRINCIPAL RESIDENCE","03/25/2015","12.6X51"
"1","20","1767","026","326 S PATTERSON PARK AVE",1350,"4848.94","241.58","PRINCIPAL RESIDENCE","03/25/2015","15X90"
"20","60","2175","049A","2544 W LOMBARD ST U# F",1604.8,"472.08","23.52","PRINCIPAL RESIDENCE","03/25/2015","1604.8 SQ FT"
"28","40","8469","007","2615 TALBOT ROAD",13634.3,"4977.07","247.97","PRINCIPAL RESIDENCE","03/25/2015","0.313 ACRES"
"26","80","6454","039","3725 FAIT AVE",980,"4203.02","209.40","PRINCIPAL RESIDENCE","03/25/2015","14X70"
"26","370","4179G","153","3702 ELMLEY AVE",1600,"1879.33","93.63","PRINCIPAL RESIDENCE","03/25/2015","16X100"
"13","20","3590","021D","1125 ROLAND HEIGHTS AVE",1904.4,"3099.99","154.45","PRINCIPAL RESIDENCE","03/25/2015","18X105.8"
"27","210","4511G","006","3909 W ROGERS AVE",2340,"1578.10","78.62","PRINCIPAL RESIDENCE","03/25/2015","26X90"
"20","230","2157","021","2420 W LEXINGTON ST",1711,"809.28","40.32","PRINCIPAL RESIDENCE","03/25/2015","17.11X100"
"27","220","4324","221","6350 RED CEDAR PL U# 106",1577.6,"2472.80","123.20","PRINCIPAL RESIDENCE","03/25/2015","1577.60 SQ FT"
"2","100","1755","065","221 S WOLFE ST",1120,"3661.99","182.45","PRINCIPAL RESIDENCE","03/25/2015","14X80"
"26","290","6111","027","3853 SHANNON DR",1692.8,"1764.68","87.92","PRINCIPAL RESIDENCE","03/25/2015","16X105.8"
"27","180","3350D","012","2832 OAKFORD AVE",1547,"1126.25","56.11","PRINCIPAL RESIDENCE","03/25/2015","18.2X85"
"26","290","6112","020","3639 RAYMONN AVE",1780.66,"1733.21","86.35","PRINCIPAL RESIDENCE","03/25/2015","16.1X110.6"
"26","200","6152","042","613 N EAST AVE",1148,"1382.52","68.88","PRINCIPAL RESIDENCE","03/25/2015","16.4X70"
"10","40","1154","030","618 E BIDDLE ST",952,"67.44","3.36","PRINCIPAL RESIDENCE","03/25/2015","13.6X70"
"15","190","3264","060","3306 LEIGHTON AVE",1760,"2232.26","111.22","PRINCIPAL RESIDENCE","03/25/2015","20X88"
"25","80","7196","032","4704 CHARLESTON ST",6000,"1463.45","72.91","PRINCIPAL RESIDENCE","03/25/2015","50X120"
"21","60","0779","104","1213 WARD ST",1045.44,"449.60","22.40","PRINCIPAL RESIDENCE","03/25/2015","0.024 ACRES"
"24","130","1924C","059","511 E GITTINGS ST",600,"4050.90","201.82","PRINCIPAL RESIDENCE","03/25/2015","12X50"
"27","30","5695F","175","5930 GLENFALLS AVE",1710,"2475.05","123.31","PRINCIPAL RESIDENCE","03/25/2015","18X95"
"15","180","3260","027","2133 N SMALLWOOD ST",1260,"472.08","23.52","PRINCIPAL RESIDENCE","03/25/2015","14X90"
"28","20","8243","007","3723 MILFORD AVE",8116.68,"1867.35","93.04","PRINCIPAL RESIDENCE","03/25/2015","51.6X157.3"
"9","190","3945","001F","3413 LAKE MONTEBELLO DR",1486.8,"2886.43","143.81","PRINCIPAL RESIDENCE","03/25/2015","14X106.2"
"15","280","2826C","011","2506 CHELSEA TERR",7275,"2953.87","147.17","PRINCIPAL RESIDENCE","03/25/2015","50X145.5"
"1","20","1757","040","247 S CHESTER ST",1845,"5754.88","286.72","PRINCIPAL RESIDENCE","03/25/2015","15X123"
"28","30","8357","012","4308 KATHLAND AVE",9250,"2717.83","135.41","PRINCIPAL RESIDENCE","03/25/2015","50X185"
"26","220","6019B","021","4700 RENWICK AVE",5385.6,"3207.90","159.82","PRINCIPAL RESIDENCE","03/25/2015","56.1X96"
"24","130","1930A","010","400 E CLEMENT ST",885.3,"4446.54","221.54","PRINCIPAL RESIDENCE","03/25/2015","13X68.1"
"27","230","4218","067","3623 GLENGYLE AVE U# 7C",1627,"899.20","44.80","PRINCIPAL RESIDENCE","03/25/2015","1627 S.F."
"12","50","3619","040","437 W 24TH ST",910,"1577.35","78.59","PRINCIPAL RESIDENCE","03/25/2015","13X70"
"27","340","5494","007","2809 WESTFIELD AVE",6500,"3291.07","163.97","PRINCIPAL RESIDENCE","03/25/2015","50X130"
"13","10","3675","010","3919 KESWICK ROAD",2160,"4581.42","228.26","PRINCIPAL RESIDENCE","03/25/2015","20X108"
"15","190","3262C","028","2503 W FOREST PARK AVE",2518,"2395.63","119.36","PRINCIPAL RESIDENCE","03/25/2015","20X125.9"
"27","130","3585","026","4424 BUENA VISTA AVE",8058.6,"3992.45","198.91","PRINCIPAL RESIDENCE","03/25/2015","0.185 ACRES"
"16","200","2442","032","3216 NORMOUNT AVE",1672.65,"1476.94","73.58","PRINCIPAL RESIDENCE","03/25/2015","18.9X88.5"
"27","100","5237A","050","1225 E BELVEDERE AVE",5989.04,"2866.20","142.80","PRINCIPAL RESIDENCE","03/25/2015","34.4X174.10"
"27","230","4421B","008","4007 GLEN AVE",9550,"3405.72","169.68","PRINCIPAL RESIDENCE","03/25/2015","50X191"
"15","260","2913","002A","3302 N HILTON ST",8965,"2612.18","130.14","PRINCIPAL RESIDENCE","03/25/2015","55X163"
"8","240","4149H","014","3326 CARDENAS AVE",1263.78,"2002.97","99.79","PRINCIPAL RESIDENCE","03/25/2015","15.3X82.6"
"2","60","1874A","062","1000 FELL ST U# 238",726,"4383.60","218.40","PRINCIPAL RESIDENCE","03/25/2015","726 SQ FT"
"1","20","1758","030","2210 GOUGH ST",1500,"5120.94","255.14","PRINCIPAL RESIDENCE","03/25/2015","15X100"
"27","10","5864E","002","3106 GRINDON AVE",7500,"4354.38","216.94","PRINCIPAL RESIDENCE","03/25/2015","60X125"
"13","100","3461","019","2414 LAKEVIEW AVE",2270.4,"2778.53","138.43","PRINCIPAL RESIDENCE","03/25/2015","16X141.9"
"16","190","2441","043","3209 GRAYSON ST",1141.34,"1623.06","80.86","PRINCIPAL RESIDENCE","03/25/2015","14.9X76.6"
"27","220","4250","047I","6720 WESTBROOK ROAD",17500,"7787.07","387.97","PRINCIPAL RESIDENCE","03/25/2015","100X175"
"1","130","1843A","008","615 S POTOMAC ST",966,"4480.26","223.22","PRINCIPAL RESIDENCE","03/25/2015","13.8X70"
"13","150","3575C","223","1400 WELDON PLACE SOUTH",2583.32,"3122.47","155.57","PRINCIPAL RESIDENCE","03/25/2015","26.2X98.6"
"9","200","4056A","001","700 E 35TH ST",1850,"2715.58","135.30","PRINCIPAL RESIDENCE","03/25/2015","18.5X100"
"6","40","1669","032","2137 JEFFERSON ST",867.15,"2414.35","120.29","PRINCIPAL RESIDENCE","03/25/2015","12.3X70.5"
"28","30","8342","007","5515 NORWOOD AVE",7500,"2690.86","134.06","PRINCIPAL RESIDENCE","03/25/2015","50X150"
"12","180","3732A","067","202 HOMEWOOD TERR",2587.2,"5599.77","278.99","PRINCIPAL RESIDENCE","03/25/2015","22X117.6"
"15","260","2911","026","3506 W FOREST PARK AVE",7728,"3028.06","150.86","PRINCIPAL RESIDENCE","03/25/2015","56X138"
"9","230","3970C","046","1601 ARGONNE DR",3122.56,"2843.72","141.68","PRINCIPAL RESIDENCE","03/25/2015","28.7X108.8"
"15","200","2717A","038","4116 GARRISON BLVD",3071.2,"2825.74","140.78","PRINCIPAL RESIDENCE","03/25/2015","22X139.6"
"20","40","2544","009","4201 MASSACHUSETTS AVE",5000,"3398.98","169.34","PRINCIPAL RESIDENCE","03/25/2015","40X125"
"26","10","6726","034","6615 HUDSON ST",9480,"2934.38","146.20","PRINCIPAL RESIDENCE","03/25/2015","50X189.6"
"11","100","0534","007","13 W MOUNT VERNON PL",2962.08,"9577.22","477.16","PRINCIPAL RESIDENCE","03/25/2015","0.068 ACRES"
"27","570","5137K","140","1105 WALKER AVE",5500,"3351.77","166.99","PRINCIPAL RESIDENCE","03/25/2015","55X100"
"3","10","1369","023","1631 E BALTIMORE ST",2940,"7463.36","371.84","PRINCIPAL RESIDENCE","03/25/2015","24.5X120"
"27","180","3350B","046","2452 W COLD SPRING LANE",1476,"1600.58","79.74","PRINCIPAL RESIDENCE","03/25/2015","18X82"
"7","180","1645","049","2934 MCELDERRY ST",891.48,"1074.54","53.54","PRINCIPAL RESIDENCE","03/25/2015","13.11X68"
"8","130","1570","017","2233 E CHASE ST",1120,"292.24","14.56","PRINCIPAL RESIDENCE","03/25/2015","14X80"
"15","240","3100I","030","3904 ANNELLEN ROAD",1786,"2804.76","139.74","PRINCIPAL RESIDENCE","03/25/2015","18.8X95"
"24","100","2034A","047","1542 LATROBE PARK TERR",943.8,"4118.34","205.18","PRINCIPAL RESIDENCE","03/25/2015","13X72.6"
"7","180","1646","054","621 N DECKER AVE",751.41,"986.87","49.17","PRINCIPAL RESIDENCE","03/25/2015","12.10X62.1"
"8","220","1574","060","2619 BERYL AVE",1260,"427.12","21.28","PRINCIPAL RESIDENCE","03/25/2015","14X90"
"27","220","4319","026","6607 PARK HEIGHTS AVE U# A1",1558.6,"1573.60","78.40","PRINCIPAL RESIDENCE","03/25/2015","1558.6 S.F."
"28","20","8239A","004","3907 WOODBINE AVE",10000,"3459.67","172.37","PRINCIPAL RESIDENCE","03/25/2015","50X200"
"27","600","5237B","381","1532 GLENEAGLE ROAD",3180.45,"3162.94","157.58","PRINCIPAL RESIDENCE","03/25/2015","27.3X116.5"
"27","230","4421","039","3905 PRIMROSE AVE",10316.8,"2769.54","137.98","PRINCIPAL RESIDENCE","03/25/2015","52X198.4"
"20","180","2275E","035","223 N CULVER ST",1440,"1944.52","96.88","PRINCIPAL RESIDENCE","03/25/2015","18X80"
"8","230","1543","078","1212 N ELLWOOD AVE",1092,"1207.18","60.14","PRINCIPAL RESIDENCE","03/25/2015","15.6X70"
"25","50","7419D","021","2116 SIDNEY AVE",1230,"899.20","44.80","PRINCIPAL RESIDENCE","03/25/2015","15X82"
"28","50","8028B","003","5133 GREENWICH AVE",3733.95,"3108.98","154.90","PRINCIPAL RESIDENCE","03/25/2015","36.5X102.3"
"26","130","6291","031","132 S CLINTON ST",1028.16,"2675.86","133.32","PRINCIPAL RESIDENCE","03/25/2015","13.6X75.6"
"26","30","6552","038","509 S MACON ST",980,"2863.21","142.65","PRINCIPAL RESIDENCE","03/25/2015","14X70"
"26","230","5745A","017","4400 WHITE AVE",7250,"3684.47","183.57","PRINCIPAL RESIDENCE","03/25/2015","50X145"
"28","20","8237","015","3811 HILLSDALE ROAD",4375,"1967.00","98.00","PRINCIPAL RESIDENCE","03/25/2015","35X125"
"20","230","0159","021","2241 PENROSE AVE",1287,"809.28","40.32","PRINCIPAL RESIDENCE","03/25/2015","14.3X90"
"28","50","8102E","017","9 S WICKHAM ROAD",1820,"1996.22","99.46","PRINCIPAL RESIDENCE","03/25/2015","20X91"
"27","20","5832B","046","5200 HILLBURN AVE",4666.2,"2688.61","133.95","PRINCIPAL RESIDENCE","03/25/2015","38.5X121.2"
"19","10","0152","048","304 N CALHOUN ST",1590,"1463.45","72.91","PRINCIPAL RESIDENCE","03/25/2015","15.9X100"
